Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD5161,Mumbai,ABC Institute,4th,Electric Vehicle,Mass-Mailing
LD5162,Pune,DEF Academy,2nd,AI,Whatsapp
LD5163,Kolkata,ABC Institute,3rd,Electric Vehicle,Whatsapp
LD5164,Pune,JKL Institute,2nd,Cybersecurity,Instagram
LD5165,Delhi,JKL Institute,1st,Cloud Computing,College Collaboration
LD5166,Chennai,ABC Institute,4th,Robotics,LinkedIn
LD5167,Delhi,GHI University,1st,AI,LinkedIn
LD5168,Delhi,ABC Institute,4th,Cloud Computing,LinkedIn
LD5169,Surat,JKL Institute,2nd,Cybersecurity,LinkedIn
LD5170,Ahmedabad,ABC Institute,1st,Electric Vehicle,Instagram
LD5171,Pune,DEF Academy,3rd,Cybersecurity,Whatsapp
LD5172,Kolkata,ABC Institute,1st,Electric Vehicle,Instagram
LD5173,Pune,DEF Academy,4th,Data Science,Mass-Mailing
LD5174,Delhi,XYZ University,2nd,Robotics,Whatsapp
LD5175,Chennai,PQR College,3rd,AI,Mass-Mailing
LD5176,Kolkata,PQR College,3rd,Robotics,Instagram
LD5177,Surat,XYZ University,1st,Cloud Computing,LinkedIn
LD5178,Chennai,PQR College,1st,Electric Vehicle,Instagram
LD5179,Chennai,GHI University,4th,Cybersecurity,Mass-Mailing
LD5180,Bangalore,DEF Academy,2nd,Electric Vehicle,Instagram
LD5181,Pune,DEF Academy,3rd,Cybersecurity,College Collaboration
LD5182,Kolkata,GHI University,3rd,Data Science,Instagram
LD5183,Kolkata,XYZ University,4th,Electric Vehicle,Google Form
LD5184,Delhi,PQR College,1st,Cybersecurity,Google Form
LD5185,Surat,DEF Academy,3rd,Data Science,Whatsapp
LD5186,Surat,PQR College,1st,AI,Whatsapp
LD5187,Pune,XYZ University,1st,Robotics,Whatsapp
LD5188,Surat,ABC Institute,1st,Robotics,LinkedIn
LD5189,Kolkata,ABC Institute,2nd,Cloud Computing,Instagram
LD5190,Chennai,XYZ University,3rd,Electric Vehicle,College Collaboration
LD5191,Chennai,JKL Institute,2nd,Cybersecurity,Instagram
LD5192,Ahmedabad,ABC Institute,1st,Data Science,College Collaboration
LD5193,Pune,DEF Academy,1st,Electric Vehicle,College Collaboration
LD5194,Delhi,XYZ University,4th,Data Science,Whatsapp
LD5195,Delhi,ABC Institute,2nd,Robotics,Instagram
LD5196,Chennai,ABC Institute,2nd,Cloud Computing,LinkedIn
LD5197,Mumbai,ABC Institute,4th,Cloud Computing,College Collaboration
LD5198,Bangalore,DEF Academy,3rd,Cybersecurity,Instagram
LD5199,Pune,ABC Institute,2nd,AI,LinkedIn
LD5200,Bangalore,ABC Institute,4th,Robotics,College Collaboration
LD5201,Pune,DEF Academy,1st,Data Science,Instagram
LD5202,Ahmedabad,DEF Academy,2nd,Data Science,Mass-Mailing
LD5203,Mumbai,JKL Institute,3rd,Cloud Computing,Mass-Mailing
LD5204,Surat,XYZ University,1st,AI,LinkedIn
LD5205,Bangalore,PQR College,2nd,Electric Vehicle,Mass-Mailing
LD5206,Kolkata,XYZ University,4th,Electric Vehicle,Google Form
LD5207,Kolkata,PQR College,1st,AI,College Collaboration
LD5208,Surat,DEF Academy,3rd,Cloud Computing,Whatsapp
LD5209,Surat,DEF Academy,4th,AI,Mass-Mailing
LD5210,Chennai,DEF Academy,3rd,Robotics,Mass-Mailing
LD5211,Ahmedabad,XYZ University,1st,Electric Vehicle,Google Form
LD5212,Chennai,JKL Institute,4th,Cybersecurity,Mass-Mailing
LD5213,Chennai,JKL Institute,4th,AI,LinkedIn
LD5214,Mumbai,XYZ University,3rd,Cloud Computing,LinkedIn
LD5215,Surat,ABC Institute,1st,Robotics,Instagram
LD5216,Chennai,XYZ University,4th,Electric Vehicle,Mass-Mailing
LD5217,Surat,DEF Academy,1st,Data Science,Whatsapp
LD5218,Mumbai,GHI University,3rd,Robotics,Google Form
LD5219,Bangalore,ABC Institute,2nd,Data Science,LinkedIn
LD5220,Delhi,PQR College,3rd,Cybersecurity,Whatsapp
LD5221,Mumbai,ABC Institute,2nd,AI,LinkedIn
LD5222,Bangalore,ABC Institute,3rd,Robotics,LinkedIn
LD5223,Mumbai,ABC Institute,3rd,Cybersecurity,Google Form
LD5224,Chennai,JKL Institute,4th,AI,Google Form
LD5225,Delhi,PQR College,4th,Cybersecurity,Mass-Mailing
LD5226,Pune,XYZ University,4th,Cybersecurity,Mass-Mailing
LD5227,Chennai,PQR College,4th,Robotics,LinkedIn
LD5228,Ahmedabad,JKL Institute,2nd,AI,LinkedIn
LD5229,Mumbai,DEF Academy,1st,Cybersecurity,LinkedIn
LD5230,Chennai,XYZ University,1st,Data Science,Whatsapp
LD5231,Mumbai,JKL Institute,3rd,Robotics,Whatsapp
LD5232,Mumbai,ABC Institute,3rd,Data Science,LinkedIn
LD5233,Kolkata,PQR College,4th,Electric Vehicle,LinkedIn
LD5234,Pune,PQR College,2nd,Cybersecurity,College Collaboration
LD5235,Ahmedabad,PQR College,3rd,AI,Instagram
LD5236,Chennai,XYZ University,1st,Data Science,Whatsapp
LD5237,Delhi,PQR College,1st,Data Science,Instagram
LD5238,Ahmedabad,ABC Institute,2nd,AI,LinkedIn
LD5239,Ahmedabad,PQR College,4th,Robotics,Whatsapp
LD5240,Chennai,JKL Institute,4th,Cloud Computing,Google Form
LD5241,Pune,XYZ University,4th,AI,Google Form
LD5242,Mumbai,DEF Academy,1st,Data Science,Whatsapp
LD5243,Bangalore,ABC Institute,4th,Cloud Computing,Mass-Mailing
LD5244,Kolkata,PQR College,2nd,Data Science,Google Form
LD5245,Surat,DEF Academy,3rd,Robotics,College Collaboration
LD5246,Pune,DEF Academy,2nd,Cloud Computing,College Collaboration
LD5247,Chennai,ABC Institute,4th,Robotics,Instagram
LD5248,Kolkata,PQR College,3rd,AI,Instagram
LD5249,Mumbai,JKL Institute,1st,Robotics,Instagram
LD5250,Ahmedabad,GHI University,1st,Cybersecurity,LinkedIn
LD5251,Surat,XYZ University,2nd,Cloud Computing,Whatsapp
LD5252,Surat,ABC Institute,2nd,Robotics,College Collaboration
LD5253,Chennai,JKL Institute,4th,Cybersecurity,Mass-Mailing
LD5254,Pune,PQR College,2nd,Robotics,Whatsapp
LD5255,Ahmedabad,XYZ University,1st,Cloud Computing,Whatsapp
LD5256,Kolkata,GHI University,1st,Electric Vehicle,LinkedIn
LD5257,Pune,ABC Institute,3rd,Cloud Computing,LinkedIn
LD5258,Bangalore,XYZ University,1st,Cybersecurity,Whatsapp
LD5259,Ahmedabad,ABC Institute,4th,Cybersecurity,Google Form
LD5260,Pune,ABC Institute,1st,AI,Google Form
LD5261,Ahmedabad,ABC Institute,3rd,Data Science,Google Form
LD5262,Bangalore,JKL Institute,3rd,Cloud Computing,College Collaboration
LD5263,Kolkata,ABC Institute,4th,Robotics,Whatsapp
LD5264,Kolkata,PQR College,2nd,AI,Instagram
LD5265,Surat,GHI University,2nd,Robotics,LinkedIn
LD5266,Chennai,JKL Institute,4th,Robotics,College Collaboration
LD5267,Delhi,XYZ University,2nd,Cybersecurity,Whatsapp
LD5268,Ahmedabad,JKL Institute,4th,Electric Vehicle,Google Form
LD5269,Bangalore,DEF Academy,1st,Cybersecurity,Google Form
LD5270,Ahmedabad,PQR College,2nd,Robotics,LinkedIn
LD5271,Bangalore,ABC Institute,3rd,Cybersecurity,Google Form
LD5272,Bangalore,JKL Institute,3rd,Electric Vehicle,Instagram
LD5273,Bangalore,DEF Academy,4th,Cybersecurity,Instagram
LD5274,Surat,ABC Institute,1st,AI,Google Form
LD5275,Surat,XYZ University,1st,Electric Vehicle,Instagram
LD5276,Mumbai,JKL Institute,4th,Cloud Computing,College Collaboration
LD5277,Bangalore,XYZ University,1st,Cloud Computing,Whatsapp
LD5278,Ahmedabad,PQR College,4th,Cloud Computing,LinkedIn
LD5279,Surat,ABC Institute,2nd,Data Science,LinkedIn
LD5280,Bangalore,JKL Institute,1st,Electric Vehicle,Whatsapp
LD5281,Ahmedabad,JKL Institute,1st,AI,LinkedIn
LD5282,Chennai,GHI University,1st,Cybersecurity,Google Form
LD5283,Kolkata,DEF Academy,2nd,Electric Vehicle,Instagram
LD5284,Mumbai,ABC Institute,3rd,Cybersecurity,Instagram
LD5285,Ahmedabad,ABC Institute,3rd,Cybersecurity,College Collaboration
LD5286,Ahmedabad,XYZ University,2nd,AI,LinkedIn
LD5287,Delhi,DEF Academy,1st,Electric Vehicle,Instagram
LD5288,Bangalore,ABC Institute,4th,Electric Vehicle,College Collaboration
LD5289,Bangalore,GHI University,4th,Electric Vehicle,Mass-Mailing
LD5290,Delhi,JKL Institute,2nd,Cybersecurity,Whatsapp
LD5291,Bangalore,XYZ University,2nd,Robotics,Whatsapp
LD5292,Mumbai,GHI University,4th,Robotics,College Collaboration
LD5293,Mumbai,ABC Institute,4th,Data Science,College Collaboration
LD5294,Bangalore,GHI University,1st,Cybersecurity,Instagram
LD5295,Ahmedabad,JKL Institute,1st,Cloud Computing,Google Form
LD5296,Bangalore,GHI University,1st,Electric Vehicle,Instagram
LD5297,Mumbai,PQR College,2nd,Data Science,Whatsapp
LD5298,Bangalore,ABC Institute,1st,Cybersecurity,Instagram
LD5299,Chennai,GHI University,1st,Cloud Computing,Whatsapp
LD5300,Chennai,DEF Academy,3rd,Robotics,College Collaboration
LD5301,Bangalore,ABC Institute,2nd,AI,Mass-Mailing
LD5302,Mumbai,XYZ University,3rd,Electric Vehicle,College Collaboration
LD5303,Bangalore,GHI University,3rd,Cybersecurity,Mass-Mailing
LD5304,Bangalore,DEF Academy,3rd,Cybersecurity,LinkedIn
LD5305,Bangalore,JKL Institute,1st,Data Science,Mass-Mailing
LD5306,Surat,PQR College,4th,Cloud Computing,College Collaboration
LD5307,Chennai,ABC Institute,2nd,Data Science,Mass-Mailing
LD5308,Pune,PQR College,4th,Data Science,Mass-Mailing
LD5309,Surat,PQR College,4th,Cloud Computing,Mass-Mailing
LD5310,Bangalore,PQR College,1st,Robotics,Whatsapp
LD5311,Ahmedabad,GHI University,1st,Electric Vehicle,Instagram
LD5312,Surat,DEF Academy,3rd,Data Science,Instagram
LD5313,Bangalore,DEF Academy,2nd,Cybersecurity,Whatsapp
LD5314,Surat,XYZ University,2nd,Data Science,LinkedIn
LD5315,Ahmedabad,ABC Institute,2nd,AI,College Collaboration
LD5316,Surat,ABC Institute,1st,Cybersecurity,College Collaboration
LD5317,Chennai,JKL Institute,1st,Data Science,LinkedIn
LD5318,Ahmedabad,PQR College,1st,Cybersecurity,Mass-Mailing
LD5319,Pune,XYZ University,1st,Electric Vehicle,College Collaboration
LD5320,Surat,ABC Institute,1st,Electric Vehicle,Whatsapp
LD5321,Delhi,JKL Institute,3rd,Robotics,Google Form
LD5322,Chennai,PQR College,1st,Robotics,Mass-Mailing
LD5323,Ahmedabad,XYZ University,2nd,Electric Vehicle,College Collaboration
LD5324,Surat,DEF Academy,2nd,Cloud Computing,College Collaboration
LD5325,Mumbai,PQR College,3rd,Robotics,Mass-Mailing
LD5326,Mumbai,XYZ University,1st,AI,Whatsapp
LD5327,Delhi,PQR College,4th,Electric Vehicle,Instagram
LD5328,Kolkata,GHI University,1st,AI,Instagram
LD5329,Surat,XYZ University,4th,Cloud Computing,LinkedIn
LD5330,Ahmedabad,DEF Academy,4th,Cybersecurity,LinkedIn
LD5331,Chennai,JKL Institute,1st,Cybersecurity,Mass-Mailing
LD5332,Mumbai,JKL Institute,2nd,Cloud Computing,Mass-Mailing
LD5333,Kolkata,JKL Institute,4th,Cybersecurity,Instagram
LD5334,Delhi,JKL Institute,1st,Data Science,Instagram
LD5335,Surat,PQR College,3rd,Robotics,College Collaboration
LD5336,Surat,GHI University,1st,AI,Mass-Mailing
LD5337,Pune,PQR College,3rd,Cloud Computing,Google Form
LD5338,Delhi,ABC Institute,1st,Electric Vehicle,College Collaboration
LD5339,Ahmedabad,XYZ University,3rd,Cloud Computing,LinkedIn
LD5340,Pune,ABC Institute,4th,Robotics,Mass-Mailing
LD5341,Chennai,PQR College,3rd,Robotics,Whatsapp
LD5342,Surat,XYZ University,2nd,Robotics,College Collaboration
LD5343,Chennai,GHI University,1st,Cybersecurity,LinkedIn
LD5344,Pune,PQR College,4th,Data Science,Instagram
LD5345,Ahmedabad,ABC Institute,3rd,AI,Google Form
LD5346,Mumbai,GHI University,2nd,Cybersecurity,Mass-Mailing
LD5347,Kolkata,GHI University,3rd,AI,Whatsapp
LD5348,Bangalore,GHI University,4th,Cloud Computing,Google Form
LD5349,Delhi,GHI University,1st,Data Science,Whatsapp
LD5350,Chennai,PQR College,3rd,Cybersecurity,Mass-Mailing
LD5351,Ahmedabad,JKL Institute,4th,Robotics,College Collaboration
LD5352,Delhi,GHI University,1st,AI,Instagram
LD5353,Chennai,GHI University,4th,Electric Vehicle,LinkedIn
LD5354,Bangalore,DEF Academy,3rd,Data Science,Google Form
LD5355,Ahmedabad,JKL Institute,1st,Cybersecurity,Google Form
LD5356,Delhi,DEF Academy,4th,Cybersecurity,Instagram
LD5357,Delhi,JKL Institute,3rd,Cybersecurity,Google Form
LD5358,Bangalore,GHI University,1st,AI,Instagram
LD5359,Kolkata,JKL Institute,2nd,Data Science,College Collaboration
LD5360,Chennai,PQR College,3rd,Robotics,Mass-Mailing
LD5361,Mumbai,ABC Institute,4th,Robotics,LinkedIn
LD5362,Bangalore,GHI University,3rd,AI,Instagram
LD5363,Chennai,XYZ University,3rd,Electric Vehicle,College Collaboration
LD5364,Surat,DEF Academy,4th,Electric Vehicle,LinkedIn
LD5365,Bangalore,JKL Institute,2nd,Electric Vehicle,Whatsapp
LD5366,Chennai,ABC Institute,4th,Cybersecurity,Whatsapp
LD5367,Chennai,PQR College,1st,Cloud Computing,Instagram
LD5368,Chennai,PQR College,4th,Cloud Computing,Mass-Mailing
LD5369,Surat,JKL Institute,1st,Data Science,Instagram
LD5370,Mumbai,DEF Academy,4th,Cybersecurity,Whatsapp
LD5371,Chennai,GHI University,1st,Data Science,Whatsapp
LD5372,Chennai,DEF Academy,4th,Cybersecurity,Mass-Mailing
LD5373,Ahmedabad,JKL Institute,2nd,Robotics,Google Form
LD5374,Ahmedabad,JKL Institute,1st,Cybersecurity,Mass-Mailing
LD5375,Pune,DEF Academy,2nd,AI,Whatsapp
LD5376,Chennai,XYZ University,1st,Robotics,LinkedIn
LD5377,Kolkata,XYZ University,2nd,Cybersecurity,Instagram
LD5378,Bangalore,XYZ University,1st,Robotics,Mass-Mailing
LD5379,Surat,GHI University,1st,Cybersecurity,LinkedIn
LD5380,Bangalore,DEF Academy,2nd,Cybersecurity,Whatsapp
LD5381,Pune,GHI University,1st,Cybersecurity,Google Form
LD5382,Surat,DEF Academy,2nd,AI,Google Form
LD5383,Pune,XYZ University,4th,AI,Mass-Mailing
LD5384,Pune,GHI University,3rd,Data Science,LinkedIn
LD5385,Ahmedabad,GHI University,1st,Cloud Computing,Mass-Mailing
LD5386,Pune,JKL Institute,3rd,Data Science,Whatsapp
LD5387,Mumbai,PQR College,1st,AI,Whatsapp
LD5388,Surat,GHI University,1st,Data Science,College Collaboration
LD5389,Pune,PQR College,2nd,Cybersecurity,Whatsapp
LD5390,Pune,GHI University,3rd,Electric Vehicle,Whatsapp
LD5391,Mumbai,GHI University,2nd,Electric Vehicle,Google Form
LD5392,Bangalore,PQR College,3rd,Data Science,Instagram
LD5393,Surat,JKL Institute,1st,AI,Whatsapp
LD5394,Pune,JKL Institute,2nd,Electric Vehicle,LinkedIn
LD5395,Bangalore,PQR College,3rd,Robotics,Instagram
LD5396,Mumbai,ABC Institute,4th,Electric Vehicle,College Collaboration
LD5397,Chennai,DEF Academy,1st,Robotics,College Collaboration
LD5398,Chennai,XYZ University,4th,Data Science,LinkedIn
LD5399,Ahmedabad,JKL Institute,2nd,Cybersecurity,College Collaboration
LD5400,Delhi,GHI University,4th,Data Science,LinkedIn
LD5401,Bangalore,ABC Institute,3rd,Cloud Computing,Whatsapp
LD5402,Delhi,XYZ University,3rd,Robotics,Mass-Mailing
LD5403,Pune,XYZ University,1st,Data Science,Instagram
LD5404,Chennai,PQR College,2nd,Cloud Computing,LinkedIn
LD5405,Kolkata,JKL Institute,3rd,Cloud Computing,Google Form
LD5406,Mumbai,GHI University,1st,AI,Instagram
LD5407,Surat,XYZ University,2nd,Electric Vehicle,Mass-Mailing
LD5408,Pune,JKL Institute,1st,AI,LinkedIn
LD5409,Chennai,XYZ University,3rd,Cybersecurity,Mass-Mailing
LD5410,Delhi,DEF Academy,1st,Data Science,Instagram
LD5411,Pune,PQR College,2nd,AI,LinkedIn
LD5412,Pune,XYZ University,1st,Cloud Computing,Instagram
LD5413,Surat,GHI University,1st,Electric Vehicle,LinkedIn
LD5414,Delhi,ABC Institute,2nd,Data Science,Instagram
LD5415,Chennai,XYZ University,2nd,Data Science,College Collaboration
LD5416,Ahmedabad,GHI University,1st,Electric Vehicle,College Collaboration
LD5417,Mumbai,PQR College,4th,Robotics,Mass-Mailing
LD5418,Ahmedabad,XYZ University,3rd,Electric Vehicle,Mass-Mailing
LD5419,Mumbai,PQR College,1st,Data Science,Google Form
LD5420,Ahmedabad,XYZ University,2nd,Cybersecurity,Instagram
LD5421,Ahmedabad,JKL Institute,4th,Cloud Computing,College Collaboration
LD5422,Mumbai,ABC Institute,4th,Cybersecurity,Mass-Mailing
LD5423,Bangalore,PQR College,3rd,Robotics,Whatsapp
LD5424,Bangalore,JKL Institute,2nd,Data Science,LinkedIn
LD5425,Bangalore,JKL Institute,1st,Robotics,Instagram
LD5426,Surat,XYZ University,3rd,Cybersecurity,Instagram
LD5427,Pune,PQR College,3rd,Robotics,Instagram
LD5428,Bangalore,ABC Institute,1st,Electric Vehicle,Whatsapp
LD5429,Kolkata,ABC Institute,1st,Cloud Computing,Instagram
LD5430,Kolkata,GHI University,4th,AI,Mass-Mailing
LD5431,Surat,GHI University,2nd,Electric Vehicle,Whatsapp
LD5432,Pune,JKL Institute,4th,Data Science,Whatsapp
LD5433,Mumbai,ABC Institute,3rd,Data Science,Whatsapp
LD5434,Surat,JKL Institute,2nd,Electric Vehicle,Instagram
LD5435,Pune,ABC Institute,1st,Cloud Computing,Google Form
LD5436,Ahmedabad,JKL Institute,2nd,Cloud Computing,College Collaboration
LD5437,Surat,XYZ University,1st,Electric Vehicle,Mass-Mailing
LD5438,Bangalore,GHI University,1st,AI,Instagram
LD5439,Pune,ABC Institute,2nd,Electric Vehicle,Whatsapp
LD5440,Delhi,DEF Academy,2nd,Cybersecurity,LinkedIn
LD5441,Ahmedabad,PQR College,2nd,Cloud Computing,College Collaboration
LD5442,Mumbai,XYZ University,4th,Electric Vehicle,LinkedIn
LD5443,Bangalore,DEF Academy,1st,Cloud Computing,Instagram
LD5444,Chennai,GHI University,2nd,Robotics,Whatsapp
LD5445,Mumbai,JKL Institute,4th,AI,College Collaboration
LD5446,Ahmedabad,DEF Academy,1st,Cloud Computing,Whatsapp
LD5447,Surat,XYZ University,3rd,Cybersecurity,Instagram
LD5448,Delhi,XYZ University,1st,Cloud Computing,LinkedIn
LD5449,Kolkata,JKL Institute,3rd,Cybersecurity,Google Form
LD5450,Bangalore,XYZ University,4th,Robotics,Google Form
LD5451,Bangalore,DEF Academy,1st,Cloud Computing,Google Form
LD5452,Chennai,ABC Institute,4th,Electric Vehicle,College Collaboration
LD5453,Delhi,GHI University,4th,Electric Vehicle,Instagram
LD5454,Delhi,DEF Academy,1st,AI,Google Form
LD5455,Pune,ABC Institute,3rd,Data Science,College Collaboration
LD5456,Bangalore,JKL Institute,3rd,Electric Vehicle,Google Form
LD5457,Mumbai,PQR College,3rd,Cybersecurity,LinkedIn
LD5458,Bangalore,JKL Institute,4th,AI,LinkedIn
LD5459,Chennai,XYZ University,1st,Robotics,Mass-Mailing
LD5460,Surat,JKL Institute,2nd,AI,Google Form
LD5461,Delhi,ABC Institute,2nd,Cloud Computing,College Collaboration
LD5462,Surat,GHI University,1st,AI,College Collaboration
LD5463,Bangalore,JKL Institute,2nd,Electric Vehicle,College Collaboration
LD5464,Ahmedabad,XYZ University,1st,Electric Vehicle,Whatsapp
LD5465,Ahmedabad,ABC Institute,2nd,Cybersecurity,Instagram
LD5466,Mumbai,PQR College,2nd,Cloud Computing,Whatsapp
LD5467,Bangalore,ABC Institute,3rd,Electric Vehicle,Google Form
LD5468,Kolkata,ABC Institute,3rd,Cybersecurity,Google Form
LD5469,Chennai,GHI University,3rd,Electric Vehicle,College Collaboration
LD5470,Surat,GHI University,2nd,Cloud Computing,Google Form
LD5471,Ahmedabad,XYZ University,3rd,Cloud Computing,Instagram
LD5472,Ahmedabad,PQR College,4th,Electric Vehicle,College Collaboration
LD5473,Surat,GHI University,1st,Electric Vehicle,College Collaboration
LD5474,Kolkata,PQR College,2nd,Robotics,LinkedIn
LD5475,Delhi,GHI University,3rd,Cybersecurity,Mass-Mailing
LD5476,Surat,GHI University,4th,Data Science,Mass-Mailing
LD5477,Mumbai,GHI University,4th,Cybersecurity,LinkedIn
LD5478,Delhi,GHI University,3rd,Data Science,Mass-Mailing
LD5479,Delhi,GHI University,4th,Data Science,LinkedIn
LD5480,Bangalore,JKL Institute,4th,Cybersecurity,College Collaboration
LD5481,Delhi,JKL Institute,1st,Cloud Computing,LinkedIn
LD5482,Delhi,GHI University,3rd,Robotics,College Collaboration
LD5483,Delhi,PQR College,1st,Robotics,Whatsapp
LD5484,Surat,DEF Academy,1st,Cybersecurity,Instagram
LD5485,Chennai,DEF Academy,4th,Cybersecurity,Google Form
LD5486,Ahmedabad,ABC Institute,3rd,Cloud Computing,LinkedIn
LD5487,Chennai,GHI University,2nd,AI,LinkedIn
LD5488,Chennai,JKL Institute,1st,Cybersecurity,Instagram
LD5489,Pune,GHI University,4th,AI,Instagram
LD5490,Kolkata,PQR College,3rd,Cybersecurity,Mass-Mailing
LD5491,Surat,JKL Institute,3rd,Electric Vehicle,Mass-Mailing
LD5492,Chennai,GHI University,3rd,Electric Vehicle,Google Form
LD5493,Kolkata,DEF Academy,3rd,Electric Vehicle,Mass-Mailing
LD5494,Ahmedabad,GHI University,3rd,AI,Instagram
LD5495,Pune,JKL Institute,3rd,Cloud Computing,Whatsapp
LD5496,Surat,XYZ University,3rd,Cybersecurity,LinkedIn
LD5497,Mumbai,PQR College,1st,Cybersecurity,Google Form
LD5498,Delhi,GHI University,3rd,Cybersecurity,Mass-Mailing
LD5499,Chennai,ABC Institute,3rd,Cybersecurity,Instagram
LD5500,Ahmedabad,XYZ University,3rd,Cybersecurity,Google Form
LD5501,Ahmedabad,ABC Institute,1st,Electric Vehicle,Google Form
LD5502,Pune,DEF Academy,2nd,Cloud Computing,LinkedIn
LD5503,Ahmedabad,ABC Institute,3rd,Robotics,Instagram
LD5504,Pune,JKL Institute,3rd,Cloud Computing,Google Form
LD5505,Bangalore,JKL Institute,3rd,Data Science,College Collaboration
LD5506,Kolkata,XYZ University,3rd,Robotics,Whatsapp
LD5507,Pune,DEF Academy,4th,Cloud Computing,Google Form
LD5508,Chennai,JKL Institute,3rd,AI,College Collaboration
LD5509,Bangalore,XYZ University,3rd,Electric Vehicle,College Collaboration
LD5510,Chennai,GHI University,1st,Data Science,Instagram
LD5511,Ahmedabad,XYZ University,4th,Electric Vehicle,Instagram
LD5512,Delhi,JKL Institute,1st,Data Science,Mass-Mailing
LD5513,Pune,DEF Academy,3rd,Cloud Computing,Mass-Mailing
LD5514,Kolkata,ABC Institute,4th,Robotics,Instagram
LD5515,Pune,DEF Academy,4th,Cloud Computing,Instagram
LD5516,Chennai,JKL Institute,1st,AI,Mass-Mailing
LD5517,Delhi,XYZ University,2nd,Cloud Computing,LinkedIn
LD5518,Mumbai,ABC Institute,1st,Data Science,Google Form
LD5519,Delhi,GHI University,2nd,AI,LinkedIn
LD5520,Kolkata,ABC Institute,2nd,Data Science,Google Form
LD5521,Chennai,DEF Academy,4th,Electric Vehicle,Whatsapp
LD5522,Surat,ABC Institute,2nd,Electric Vehicle,Instagram
LD5523,Pune,JKL Institute,4th,Electric Vehicle,Google Form
LD5524,Ahmedabad,XYZ University,4th,Cybersecurity,Google Form
LD5525,Ahmedabad,ABC Institute,3rd,Cloud Computing,Google Form
LD5526,Bangalore,JKL Institute,4th,Cloud Computing,College Collaboration
LD5527,Surat,XYZ University,4th,Cloud Computing,Mass-Mailing
LD5528,Kolkata,JKL Institute,3rd,Robotics,Instagram
LD5529,Ahmedabad,DEF Academy,3rd,AI,Google Form
LD5530,Kolkata,GHI University,2nd,Robotics,Whatsapp
LD5531,Pune,GHI University,1st,Data Science,College Collaboration
LD5532,Mumbai,ABC Institute,2nd,Electric Vehicle,Instagram
LD5533,Ahmedabad,GHI University,3rd,AI,College Collaboration
